group_id,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
168,136.5,368.25,974.75,,,,16.0,15.0,1935.25,39.0,12.0,0.0,16.25,16.0,202001080000,202001080100,75.25,16.0,3453.75,3529.0,2,0
169,111.5,356.75,973.0,,,,16.0,15.0,1935.0,38.0,9.25,0.0,16.5,6.0,202001080100,202001080200,62.75,6.0,3414.25,3477.0,2,0
170,108.5,361.25,993.5,,,,16.0,15.0,1934.25,38.0,8.75,0.0,16.0,3.5,202001080200,202001080300,59.25,3.5,3435.5,3494.75,2,0
171,115.25,370.75,969.25,,,,16.0,15.5,1934.0,38.0,8.75,0.0,16.25,2.0,202001080300,202001080400,58.5,2.0,3427.25,3485.75,2,0
172,129.75,365.5,919.0,,,,15.25,16.0,1935.75,39.0,10.5,0.0,16.5,1.75,202001080400,202001080500,60.0,1.75,3389.0,3449.0,2,0
173,140.75,373.5,1059.5,,,,15.0,16.0,1937.25,39.0,13.5,0.0,15.5,2.75,202001080500,202001080600,62.75,2.75,3550.0,3612.75,2,0
174,141.25,374.25,1141.0,,,,14.5,16.0,1934.5,39.0,14.75,5.25,16.0,2.75,202001080600,202001080700,69.25,8.0,3630.0,3699.25,2,0
175,145.0,372.5,1065.25,,,,14.25,15.5,1938.0,39.0,15.0,71.25,16.0,6.25,202001080700,202001080800,138.25,77.5,3559.75,3698.0,4,2
176,143.0,365.25,986.0,,,,14.5,14.25,1938.0,44.0,15.0,202.5,16.25,7.25,202001080800,202001080900,269.75,209.75,3476.25,3746.0,7,6
177,126.5,362.25,870.75,,,,15.0,14.0,1939.75,45.0,15.0,348.25,15.75,6.75,202001080900,202001081000,414.75,355.0,3344.25,3759.0,11,9
178,119.25,375.5,877.25,,,,15.0,14.75,1936.25,44.0,15.5,412.0,16.5,3.0,202001081000,202001081100,476.75,415.0,3352.25,3829.0,12,11
179,138.5,374.5,847.25,,,,15.0,15.25,1934.0,44.0,16.0,411.25,16.0,3.75,202001081100,202001081200,477.25,415.0,3338.25,3815.5,13,11
180,111.75,380.5,871.75,,,,15.0,15.0,1935.25,44.0,15.25,320.75,15.75,7.25,202001081200,202001081300,389.0,328.0,3343.25,3732.25,10,9
181,114.25,376.0,870.5,,,,14.0,15.0,1935.75,47.0,15.5,174.25,15.75,8.75,202001081300,202001081400,243.25,183.0,3343.5,3586.75,7,5
182,137.0,377.75,874.25,,,,15.0,15.0,1936.0,50.25,16.0,46.0,16.0,28.0,202001081400,202001081500,136.0,74.0,3375.25,3511.25,4,2
183,132.0,364.25,914.0,,,,15.0,15.0,1936.25,51.75,16.25,0.75,16.25,32.0,202001081500,202001081600,95.25,32.75,3398.25,3493.5,3,1
184,130.75,374.5,894.75,,,,15.0,15.0,1936.25,52.75,16.0,0.0,16.5,50.25,202001081600,202001081700,112.75,50.25,3389.0,3501.75,3,1
185,131.5,409.5,922.0,,,,15.0,14.5,1935.75,51.25,16.0,0.0,16.0,55.75,202001081700,202001081800,117.25,55.75,3450.0,3567.25,3,2
186,130.75,450.75,940.25,,,,15.0,15.0,1934.0,52.0,16.0,0.0,16.5,55.0,202001081800,202001081900,117.5,55.0,3507.75,3625.25,3,2
187,133.75,487.0,956.0,,,,15.0,15.0,1932.5,52.0,15.5,0.0,15.75,47.5,202001081900,202001082000,108.75,47.5,3561.25,3670.0,3,1
188,137.5,518.25,952.0,,,,15.0,15.0,1930.0,52.0,15.5,0.0,16.75,43.75,202001082000,202001082100,106.0,43.75,3589.75,3695.75,3,1
189,142.5,525.0,883.5,,,,15.0,15.0,1936.25,52.0,15.0,0.0,16.25,38.25,202001082100,202001082200,99.5,38.25,3539.25,3638.75,3,1
190,140.5,533.75,874.75,,,,15.0,15.0,1936.25,52.0,15.0,0.0,16.5,24.5,202001082200,202001082300,86.0,24.5,3537.25,3623.25,2,1
191,138.5,490.5,865.75,,,,14.75,14.0,1936.5,54.0,15.0,0.0,15.25,11.75,202001082300,202001090000,70.75,11.75,3485.25,3556.0,2,0
192,132.0,529.75,880.5,,,,14.0,14.0,1936.25,54.0,12.75,0.0,16.25,10.25,202001090000,202001090100,67.25,10.25,3532.5,3599.75,2,0
193,115.5,504.25,838.0,,,,14.0,14.0,1937.0,53.0,10.75,0.0,16.0,7.75,202001090100,202001090200,62.5,7.75,3447.75,3510.25,2,0
194,111.75,475.5,852.25,,,,14.0,14.0,1937.0,53.0,10.0,0.0,16.5,11.5,202001090200,202001090300,66.0,11.5,3429.5,3495.5,2,0
195,115.0,500.0,841.0,,,,14.0,13.75,1936.5,53.0,9.0,0.0,17.75,11.75,202001090300,202001090400,66.25,11.75,3445.5,3511.75,2,0
196,130.75,517.5,823.75,,,,14.0,13.0,1935.5,54.0,11.75,0.0,16.5,8.75,202001090400,202001090500,64.0,8.75,3461.5,3525.5,2,0
197,140.5,537.75,866.25,,,,13.5,13.0,1935.75,54.0,13.75,0.0,15.75,4.75,202001090500,202001090600,60.75,4.75,3534.25,3595.0,2,0
198,130.0,554.25,925.75,,,,14.0,13.25,1935.75,54.0,14.25,3.25,17.0,4.75,202001090600,202001090700,66.5,8.0,3599.75,3666.25,2,0
199,127.0,557.25,1007.5,,,,14.0,10.75,1936.0,54.0,15.0,37.5,16.75,7.75,202001090700,202001090800,101.75,45.25,3681.75,3783.5,3,1
200,125.75,554.75,1011.25,,,,14.0,10.0,1937.75,59.0,15.0,93.25,17.0,7.25,202001090800,202001090900,156.5,100.5,3688.5,3845.0,4,3
201,125.25,549.25,976.0,,,,14.0,10.0,1940.0,60.0,15.0,151.25,16.5,9.25,202001090900,202001091000,216.0,160.5,3650.5,3866.5,6,4
202,121.5,550.5,943.5,,,,14.0,10.0,1941.5,59.0,15.5,193.5,16.25,9.25,202001091000,202001091100,258.5,202.75,3616.0,3874.5,7,5
203,125.5,556.75,890.25,,,,14.0,12.0,1940.75,59.0,16.0,208.5,16.75,19.75,202001091100,202001091200,287.0,228.25,3572.25,3859.25,7,6
204,121.5,547.75,875.0,,,,14.0,14.0,1941.0,59.0,16.5,183.25,16.5,27.5,202001091200,202001091300,271.75,210.75,3544.25,3816.0,7,6
205,117.75,541.75,890.75,,,,14.0,14.0,1942.25,59.0,16.0,119.75,16.25,36.25,202001091300,202001091400,216.25,156.0,3551.5,3767.75,6,4
206,116.25,543.5,905.5,,,,14.0,14.0,1940.0,59.0,16.0,36.25,15.75,40.75,202001091400,202001091500,136.75,77.0,3564.25,3701.0,4,2
207,115.75,538.0,871.0,,,,13.25,14.0,1939.0,59.0,16.75,1.25,16.0,70.0,202001091500,202001091600,131.25,71.25,3522.75,3654.0,4,2
208,113.25,549.0,880.0,,,,13.0,14.0,1938.5,59.0,16.5,0.0,16.25,84.0,202001091600,202001091700,143.75,84.0,3539.75,3683.5,4,2
209,114.5,546.75,862.25,,,,13.0,14.0,1938.5,54.0,16.0,0.0,15.5,109.5,202001091700,202001091800,168.0,109.5,3516.0,3684.0,5,3
210,114.75,541.5,864.5,,,,13.0,14.0,1940.0,54.0,15.5,0.0,16.5,111.5,202001091800,202001091900,170.5,111.5,3514.75,3685.25,5,3
211,113.5,538.25,868.0,,,,13.0,14.0,1940.0,54.0,15.0,0.0,16.5,108.25,202001091900,202001092000,166.75,108.25,3513.75,3680.5,5,3
212,114.25,539.0,852.0,,,,13.0,14.0,1941.0,54.0,14.5,0.0,16.75,100.25,202001092000,202001092100,158.5,100.25,3500.25,3658.75,4,3
213,116.0,528.5,805.5,,,,13.0,14.0,1941.0,54.0,15.25,0.0,16.5,98.5,202001092100,202001092200,157.25,98.5,3445.0,3602.25,4,3
214,115.75,536.5,828.5,,,,13.0,14.0,1939.25,54.0,15.75,0.0,16.25,84.25,202001092200,202001092300,143.25,84.25,3474.0,3617.25,4,2
215,117.25,565.5,911.25,,,,13.0,14.0,1938.75,68.0,15.0,0.0,17.5,94.0,202001092300,202001100000,153.5,94.0,3600.75,3754.25,4,3
216,116.0,541.25,903.0,,,,13.0,14.0,1938.75,68.0,12.5,0.0,17.0,82.75,202001100000,202001100100,139.25,82.75,3567.0,3706.25,4,2
217,106.0,504.5,883.75,,,,13.75,14.0,1937.5,67.0,10.25,0.0,17.75,87.25,202001100100,202001100200,143.0,87.25,3498.75,3641.75,4,2
218,102.25,486.5,871.5,,,,13.0,14.0,1937.75,67.0,10.0,0.0,17.5,92.0,202001100200,202001100300,146.5,92.0,3465.0,3611.5,4,3
219,105.25,461.0,883.25,,,,13.0,14.0,1937.75,67.0,10.0,0.0,16.75,78.75,202001100300,202001100400,132.5,78.75,3454.25,3586.75,4,2
220,113.25,466.0,873.5,,,,13.0,14.0,1936.75,68.0,13.0,0.0,17.25,51.25,202001100400,202001100500,108.5,51.25,3457.5,3566.0,3,1
221,119.0,511.75,942.5,,,,14.0,13.5,1936.75,68.0,15.0,0.0,16.5,39.25,202001100500,202001100600,98.25,39.25,3578.0,3676.25,3,1
222,127.25,562.0,1060.0,,,,14.0,13.0,1936.75,69.0,16.25,7.0,17.5,33.25,202001100600,202001100700,101.0,40.25,3755.0,3856.0,3,1
223,133.25,570.5,1166.25,,,,14.0,12.75,1936.0,68.0,17.0,81.25,18.25,18.5,202001100700,202001100800,161.75,99.75,3874.0,4035.75,4,2
224,128.0,574.25,1196.75,,,,14.0,13.0,1935.25,73.0,17.0,219.75,16.75,3.0,202001100800,202001100900,283.5,222.75,3907.25,4190.75,7,5
225,134.5,572.75,1174.0,,,,14.0,13.0,1935.0,74.0,17.0,346.75,16.75,0.0,202001100900,202001101000,407.5,346.75,3890.25,4297.75,9,8
226,135.5,573.75,1131.25,,,,13.75,13.0,1936.25,73.0,16.25,395.5,17.0,0.0,202001101000,202001101100,455.5,395.5,3849.75,4305.25,11,9
227,131.0,575.25,1139.0,,,,13.0,13.0,1938.25,73.0,15.5,410.25,16.25,0.0,202001101100,202001101200,468.0,410.25,3856.5,4324.5,11,9
228,131.0,574.5,1105.25,,,,13.0,13.25,1939.75,73.0,15.0,332.5,17.5,0.0,202001101200,202001101300,391.25,332.5,3823.5,4214.75,9,8
229,130.0,559.25,1113.5,,,,12.75,13.0,1940.75,72.0,15.0,183.0,16.75,0.0,202001101300,202001101400,240.5,183.0,3815.5,4056.0,6,5
230,132.0,548.5,1142.5,,,,13.0,13.0,1940.5,72.0,15.5,48.75,16.5,0.0,202001101400,202001101500,106.75,48.75,3835.5,3942.25,3,1
231,132.0,553.75,1105.75,,,,13.0,13.0,1940.75,73.0,16.0,1.0,16.75,0.0,202001101500,202001101600,59.75,1.0,3805.25,3865.0,2,0
232,136.5,568.75,1142.25,,,,13.0,13.0,1939.5,72.5,17.0,0.0,17.0,0.0,202001101600,202001101700,60.0,0.0,3859.5,3919.5,2,0
233,136.25,572.0,1133.0,,,,13.0,13.0,1939.25,67.0,17.0,0.0,16.5,0.5,202001101700,202001101800,60.0,0.5,3847.5,3907.5,2,0
234,135.75,566.75,1125.25,,,,13.25,13.0,1938.25,68.0,16.75,0.0,16.5,1.0,202001101800,202001101900,60.5,1.0,3834.0,3894.5,2,0
235,138.0,563.25,1130.75,,,,14.0,13.0,1938.0,68.0,16.0,0.0,17.5,2.0,202001101900,202001102000,62.5,2.0,3838.0,3900.5,2,0
236,138.25,565.75,1079.75,,,,13.5,13.0,1938.5,68.0,16.0,0.0,17.0,3.5,202001102000,202001102100,63.0,3.5,3790.25,3853.25,2,0
237,136.75,552.0,970.25,,,,13.5,13.0,1938.25,68.0,15.0,0.0,16.5,5.0,202001102100,202001102200,63.0,5.0,3665.25,3728.25,2,0
238,134.75,548.25,916.25,,,,14.0,13.0,1938.0,68.0,15.0,0.0,17.25,5.75,202001102200,202001102300,65.0,5.75,3605.25,3670.25,2,0
239,135.25,566.75,903.75,,,,13.25,12.0,1937.25,70.0,14.75,0.0,17.5,6.25,202001102300,202001110000,63.75,6.25,3613.0,3676.75,2,0
240,135.75,535.25,888.25,,,,13.0,12.0,1938.75,70.0,12.25,0.0,17.75,9.5,202001110000,202001110100,64.5,9.5,3568.0,3632.5,2,0
241,115.0,492.0,870.5,,,,13.0,12.0,1938.25,68.0,9.25,0.0,16.75,17.75,202001110100,202001110200,68.75,17.75,3483.75,3552.5,2,0
242,112.75,479.5,868.75,,,,13.0,12.0,1938.5,68.0,9.0,0.0,17.5,23.5,202001110200,202001110300,75.0,23.5,3467.5,3542.5,2,1
243,112.25,526.5,918.0,,,,13.0,12.0,1938.0,68.0,9.0,0.0,18.25,42.0,202001110300,202001110400,94.25,42.0,3562.75,3657.0,3,1
244,114.5,518.25,900.25,,,,13.0,12.0,1938.0,70.0,10.25,0.0,15.25,67.5,202001110400,202001110500,118.0,67.5,3541.0,3659.0,3,2
245,130.5,533.5,911.0,,,,13.0,12.5,1938.75,70.0,13.75,0.0,15.75,110.75,202001110500,202001110600,165.75,110.75,3583.75,3749.5,4,3
246,139.75,522.0,928.75,,,,14.25,13.0,1938.0,70.0,16.0,4.25,17.75,147.25,202001110600,202001110700,212.5,151.5,3598.5,3811.0,6,4
247,140.25,534.25,927.5,,,,14.0,13.0,1937.75,70.0,16.25,56.0,17.25,211.5,202001110700,202001110800,328.0,267.5,3609.75,3937.75,8,7
248,140.5,554.25,958.25,,,,14.0,13.0,1938.5,74.0,17.0,166.75,16.25,185.25,202001110800,202001110900,412.25,352.0,3665.5,4077.75,10,9
249,134.5,567.0,966.25,,,,14.0,12.5,1939.0,74.0,16.25,295.0,17.75,130.0,202001110900,202001111000,485.5,425.0,3680.75,4166.25,12,10
250,133.75,555.0,924.0,,,,14.0,13.0,1940.0,73.0,16.5,366.75,16.25,152.0,202001111000,202001111100,578.5,518.75,3625.75,4204.25,14,12
251,138.5,549.0,867.0,,,,14.0,13.0,1939.75,74.0,16.5,386.5,16.25,209.75,202001111100,202001111200,656.0,596.25,3568.25,4224.25,16,14
252,137.25,544.0,832.75,,,,14.0,13.0,1939.75,74.0,17.0,329.75,17.5,221.75,202001111200,202001111300,613.0,551.5,3527.75,4140.75,15,13
253,135.0,544.5,827.75,,,,14.0,13.0,1939.75,74.0,16.5,189.0,17.25,232.75,202001111300,202001111400,482.5,421.75,3521.0,4003.5,12,11
254,139.25,527.75,818.5,,,,14.0,13.0,1939.0,73.0,16.0,53.75,16.0,198.0,202001111400,202001111500,310.75,251.75,3497.5,3808.25,8,7
255,136.75,520.25,777.25,,,,14.0,13.0,1938.0,74.0,15.75,1.5,18.0,216.5,202001111500,202001111600,278.75,218.0,3446.25,3725.0,7,6
256,134.75,531.0,856.75,,,,13.75,13.0,1936.75,74.0,15.0,0.0,17.25,194.75,202001111600,202001111700,253.75,194.75,3533.25,3787.0,7,5
257,131.5,516.25,903.5,,,,13.0,13.0,1936.0,69.0,15.0,0.0,16.5,152.25,202001111700,202001111800,209.75,152.25,3556.25,3766.0,6,4
258,137.75,529.0,903.5,,,,13.0,13.0,1935.5,69.0,15.0,0.0,17.0,102.25,202001111800,202001111900,160.25,102.25,3574.75,3735.0,4,3
259,143.25,545.0,928.5,,,,13.0,13.0,1935.75,69.0,15.0,0.0,17.0,58.0,202001111900,202001112000,116.0,58.0,3621.5,3737.5,3,2
260,140.75,528.5,935.0,,,,13.0,13.0,1935.75,69.0,15.5,0.0,17.0,67.5,202001112000,202001112100,126.0,67.5,3609.0,3735.0,3,2
261,138.25,553.5,875.5,,,,13.25,13.0,1937.25,69.0,15.75,0.0,17.25,94.0,202001112100,202001112200,153.25,94.0,3573.5,3726.75,4,3
262,137.0,539.75,888.5,,,,13.5,13.0,1938.5,69.0,15.0,0.0,17.75,77.25,202001112200,202001112300,136.5,77.25,3572.75,3709.25,4,2
263,137.25,509.0,858.0,,,,13.0,13.0,1940.0,70.0,15.0,0.0,17.5,26.0,202001112300,202001120000,84.5,26.0,3514.25,3598.75,2,1
264,131.25,519.5,867.5,,,,13.0,13.0,1940.5,70.0,12.25,0.0,17.5,5.75,202001120000,202001120100,61.5,5.75,3528.75,3590.25,2,0
265,112.5,482.75,762.5,,,,13.0,13.0,1940.25,68.0,8.0,0.0,17.25,2.5,202001120100,202001120200,53.75,2.5,3366.0,3419.75,2,0
266,107.5,459.25,769.75,,,,13.0,13.0,1940.25,68.0,8.0,0.0,17.0,0.75,202001120200,202001120300,51.75,0.75,3344.75,3396.5,2,0
267,107.75,460.75,793.5,,,,13.0,13.0,1939.75,68.0,9.5,0.0,17.0,2.0,202001120300,202001120400,54.5,2.0,3369.75,3424.25,2,0
268,110.75,444.25,795.75,,,,13.0,13.75,1937.5,70.0,11.0,0.0,16.25,2.5,202001120400,202001120500,56.5,2.5,3358.25,3414.75,2,0
269,131.25,433.25,820.25,,,,13.25,14.0,1936.5,70.0,14.25,0.0,17.0,7.25,202001120500,202001120600,65.75,7.25,3391.25,3457.0,2,0
270,139.5,493.0,908.25,,,,14.75,14.0,1936.5,70.0,15.0,5.0,17.0,14.25,202001120600,202001120700,80.0,19.25,3547.25,3627.25,2,1
271,140.25,526.5,933.0,,,,14.0,14.0,1937.75,70.0,15.25,78.0,17.0,22.5,202001120700,202001120800,160.75,100.5,3607.5,3768.25,4,3
272,141.0,553.0,904.75,,,,14.0,14.0,1937.75,74.0,16.25,213.75,17.25,41.25,202001120800,202001120900,316.5,255.0,3610.5,3927.0,8,6
273,140.75,566.0,867.75,,,,14.0,14.0,1938.0,74.0,16.75,338.0,18.0,27.25,202001120900,202001121000,428.0,365.25,3586.5,4014.5,11,9
274,139.5,566.25,833.75,,,,14.0,14.0,1939.0,73.0,16.5,386.5,17.0,32.0,202001121000,202001121100,480.0,418.5,3551.5,4031.5,12,10
275,143.75,566.25,842.25,,,,14.0,14.0,1940.5,74.0,17.0,369.75,17.5,36.0,202001121100,202001121200,468.25,405.75,3566.75,4035.0,12,10
276,142.25,568.25,838.5,,,,14.0,14.0,1941.75,74.0,16.75,299.75,17.5,38.5,202001121200,202001121300,400.5,338.25,3564.75,3965.25,10,9
277,135.5,563.0,765.25,,,,14.0,14.0,1942.5,74.0,15.75,170.5,17.25,45.5,202001121300,202001121400,277.0,216.0,3480.25,3757.25,7,6
278,132.0,529.25,800.25,,,,14.0,13.0,1939.75,73.0,16.0,47.5,18.0,64.5,202001121400,202001121500,173.0,112.0,3474.25,3647.25,5,3
279,131.0,529.25,778.5,,,,14.0,13.0,1924.5,74.0,16.75,1.25,17.25,102.75,202001121500,202001121600,165.0,104.0,3437.25,3602.25,5,3
280,128.75,566.5,845.25,,,,14.0,13.0,1936.25,74.0,15.5,0.0,18.25,122.5,202001121600,202001121700,183.25,122.5,3550.75,3734.0,5,3
281,129.25,563.75,854.75,,,,14.0,13.0,1936.25,69.0,14.5,0.0,17.75,123.5,202001121700,202001121800,182.75,123.5,3553.0,3735.75,5,3
282,134.25,549.25,883.25,,,,14.0,13.0,1937.0,69.0,13.75,0.0,18.0,106.5,202001121800,202001121900,165.25,106.5,3572.75,3738.0,4,3
283,138.0,534.5,889.5,,,,14.0,13.0,1938.75,69.0,14.25,0.0,16.75,95.75,202001121900,202001122000,153.75,95.75,3569.75,3723.5,4,3
284,135.5,537.25,928.0,,,,14.0,13.0,1938.75,69.0,14.75,0.0,17.0,88.25,202001122000,202001122100,147.0,88.25,3608.5,3755.5,4,2
285,134.75,560.5,904.0,,,,13.75,13.0,1938.75,69.0,13.75,0.0,17.25,124.5,202001122100,202001122200,182.25,124.5,3607.0,3789.25,5,3
286,134.25,552.0,913.5,,,,13.0,13.0,1938.0,69.0,14.25,0.0,16.75,122.0,202001122200,202001122300,179.0,122.0,3606.75,3785.75,5,3
287,133.0,561.5,902.25,,,,13.0,13.0,1937.5,70.0,14.0,0.0,17.0,96.25,202001122300,202001130000,153.25,96.25,3604.25,3757.5,4,3
288,128.25,516.75,891.25,,,,13.0,13.0,1937.0,70.0,11.5,0.0,17.5,93.5,202001130000,202001130100,148.5,93.5,3543.25,3691.75,4,3
289,109.0,493.75,870.5,,,,13.5,13.0,1935.75,68.0,7.75,0.0,17.25,65.75,202001130100,202001130200,117.25,65.75,3477.0,3594.25,3,2
290,104.25,469.0,854.5,,,,13.0,13.0,1934.75,68.0,7.25,0.0,17.25,34.5,202001130200,202001130300,85.0,34.5,3430.5,3515.5,2,1
291,109.25,450.25,906.25,,,,13.25,13.0,1934.75,68.0,8.75,0.0,16.5,11.5,202001130300,202001130400,63.0,11.5,3468.5,3531.5,2,0
292,123.75,501.75,908.0,,,,14.0,13.0,1934.0,70.0,10.75,0.0,17.75,7.25,202001130400,202001130500,62.75,7.25,3537.5,3600.25,2,0
293,132.0,532.5,1035.0,,,,14.0,13.0,1934.0,70.0,12.25,0.0,15.75,16.25,202001130500,202001130600,71.25,16.25,3703.5,3774.75,2,0
294,134.75,554.75,1126.5,,,,14.0,13.0,1933.25,70.0,14.25,1.5,17.25,18.75,202001130600,202001130700,78.75,20.25,3819.25,3898.0,2,1
295,138.75,564.75,1171.5,,,,14.5,13.0,1933.0,70.0,13.75,25.25,17.25,9.75,202001130700,202001130800,93.5,35.0,3878.0,3971.5,2,1
296,135.0,559.5,1276.25,,,,14.0,13.0,1934.0,74.0,13.25,57.5,16.75,2.5,202001130800,202001130900,117.0,60.0,3978.75,4095.75,3,1
297,135.75,563.75,1339.0,,,,14.0,13.0,1934.25,74.0,13.0,87.25,16.25,1.0,202001130900,202001131000,144.5,88.25,4046.75,4191.25,3,2
298,135.75,556.5,1360.25,,,,14.0,13.0,1934.75,73.0,13.5,100.75,16.25,1.0,202001131000,202001131100,158.5,101.75,4060.25,4218.75,4,2
299,140.25,565.5,1394.5,,,,14.0,13.0,1935.25,74.0,14.0,101.75,16.25,1.25,202001131100,202001131200,160.25,103.0,4109.5,4269.75,4,2
300,137.75,549.75,1371.75,,,,14.0,13.0,1935.5,74.0,14.0,76.5,16.75,5.5,202001131200,202001131300,139.75,82.0,4068.75,4208.5,3,2
301,133.5,563.5,1281.0,,,,14.0,13.0,1936.0,74.0,14.0,44.75,17.25,9.5,202001131300,202001131400,112.5,54.25,3988.0,4100.5,3,1
302,136.0,530.0,1236.5,,,,14.0,13.0,1936.75,73.0,14.5,12.75,17.0,24.75,202001131400,202001131500,96.0,37.5,3912.25,4008.25,2,1
303,135.0,516.75,1138.25,,,,14.0,13.0,1935.75,74.0,16.0,0.25,16.75,49.75,202001131500,202001131600,109.75,50.0,3799.75,3909.5,3,1
304,134.75,537.5,1123.25,,,,14.0,13.0,1936.25,74.0,15.25,0.0,16.5,50.5,202001131600,202001131700,109.25,50.5,3805.75,3915.0,3,1
305,133.75,545.75,1081.75,,68.0,,14.0,13.0,1935.0,69.0,15.0,0.0,16.75,55.75,202001131700,202001131800,114.5,55.75,3833.25,3947.75,3,1
306,135.5,545.25,1088.5,,63.0,,14.0,13.75,1935.75,69.0,15.0,0.0,17.25,57.75,202001131800,202001131900,117.75,57.75,3837.0,3954.75,3,1
307,136.0,552.75,1137.5,,,,14.0,13.0,1935.5,69.0,14.0,0.0,16.25,49.25,202001131900,202001132000,106.5,49.25,3830.75,3937.25,3,1
308,137.5,545.5,1094.75,,,,14.0,13.0,1933.5,69.0,14.0,0.0,16.75,50.25,202001132000,202001132100,108.0,50.25,3780.25,3888.25,3,1
309,140.0,526.0,1057.75,,,,13.0,13.0,1932.5,69.0,14.0,0.0,17.25,38.5,202001132100,202001132200,95.75,38.5,3725.25,3821.0,3,1
310,143.5,526.5,1028.5,,,,13.0,13.0,1931.75,69.0,14.0,0.0,17.75,42.5,202001132200,202001132300,100.25,42.5,3699.25,3799.5,3,1
311,142.25,531.75,1153.0,,,,13.0,13.0,1932.75,73.0,14.0,0.0,17.75,28.25,202001132300,202001140000,86.0,28.25,3832.75,3918.75,2,1
312,130.5,540.0,1159.5,,,,13.0,13.0,1933.5,73.0,11.0,0.0,16.75,27.75,202001140000,202001140100,81.5,27.75,3836.5,3918.0,2,1
313,112.5,539.5,1095.5,,,,13.5,13.0,1935.0,72.0,8.25,0.0,16.75,34.75,202001140100,202001140200,86.25,34.75,3754.5,3840.75,2,1
314,105.75,551.25,1107.75,,,,14.0,13.0,1935.25,72.0,8.25,0.0,17.0,22.5,202001140200,202001140300,74.75,22.5,3772.0,3846.75,2,1
315,110.25,549.5,1103.25,,,,14.0,13.0,1935.75,72.0,8.75,0.0,17.25,11.5,202001140300,202001140400,64.5,11.5,3770.75,3835.25,2,0
316,122.75,526.0,1111.0,,,,14.0,13.0,1935.0,73.0,11.25,0.0,16.75,16.25,202001140400,202001140500,71.25,16.25,3767.75,3839.0,2,0
317,133.0,533.5,1002.25,,,,14.25,13.0,1934.5,73.0,13.5,0.0,16.0,23.0,202001140500,202001140600,79.75,23.0,3676.25,3756.0,2,1
318,135.25,548.75,1211.5,,,,14.5,13.0,1933.5,73.0,14.0,0.5,18.75,34.5,202001140600,202001140700,95.25,35.0,3902.0,3997.25,2,1
319,139.25,539.0,1413.75,,,,14.0,13.0,1933.0,73.0,14.0,14.25,17.0,18.5,202001140700,202001140800,90.75,32.75,4098.0,4188.75,2,1
320,137.0,555.5,1485.5,,,,14.0,13.0,1932.75,78.0,14.0,39.0,16.0,8.75,202001140800,202001140900,104.75,47.75,4188.75,4293.5,2,1
321,139.0,568.75,1583.75,,,,14.0,13.0,1933.25,79.0,13.5,64.25,16.25,13.5,202001140900,202001141000,134.5,77.75,4303.75,4438.25,3,2
322,138.25,572.0,1607.25,,,,14.0,13.75,1933.0,78.0,14.0,76.25,16.25,16.5,202001141000,202001141100,150.75,92.75,4328.5,4479.25,3,2
323,130.0,571.0,1637.5,,,,14.0,13.5,1933.0,78.0,14.0,76.0,17.0,15.25,202001141100,202001141200,149.75,91.25,4349.5,4499.25,3,2
324,120.5,570.25,1621.75,,,,14.0,12.5,1934.0,78.0,14.0,63.75,15.5,16.25,202001141200,202001141300,136.0,80.0,4324.5,4460.5,3,2
325,118.5,542.75,1591.0,,,,13.5,13.75,1935.25,78.0,14.5,40.25,15.25,16.25,202001141300,202001141400,113.5,56.5,4265.5,4379.0,3,1
326,115.75,552.5,1598.75,,,,14.0,14.0,1934.5,78.0,14.75,12.5,15.25,12.0,202001141400,202001141500,82.5,24.5,4279.5,4362.0,2,1
327,113.5,537.75,1452.5,,,,14.0,14.0,1935.0,78.0,15.0,0.25,14.75,18.5,202001141500,202001141600,76.5,18.75,4116.75,4193.25,2,0
328,111.75,553.25,1412.25,,,,14.0,14.0,1934.0,78.0,15.0,0.0,16.5,17.0,202001141600,202001141700,76.5,17.0,4089.25,4165.75,2,0
329,112.25,555.25,1409.0,,,,14.0,14.0,1936.0,73.0,15.0,0.0,16.75,13.75,202001141700,202001141800,73.5,13.75,4085.5,4159.0,2,0
330,114.0,544.25,1418.25,,,,14.0,14.0,1935.25,73.0,15.0,0.0,17.5,14.0,202001141800,202001141900,74.5,14.0,4084.75,4159.25,2,0
331,116.0,540.75,1407.25,,,,14.0,14.0,1934.25,73.0,14.0,0.0,17.25,6.0,202001141900,202001142000,65.25,6.0,4071.25,4136.5,2,0
332,118.5,519.5,1441.75,,,,14.0,14.0,1933.0,73.0,13.75,0.0,17.5,9.0,202001142000,202001142100,68.25,9.0,4085.75,4154.0,2,0
333,116.25,530.25,1357.5,,,,13.0,14.0,1933.25,73.0,13.0,0.0,15.75,7.0,202001142100,202001142200,62.75,7.0,4010.25,4073.0,2,0
334,120.25,525.5,1214.25,,,,13.0,14.0,1932.75,73.0,13.0,0.0,16.25,7.25,202001142200,202001142300,63.5,7.25,3865.75,3929.25,2,0
